UniqueIdentifier EntryName GeneName NumberTRs
Q96I24 FUBP3_HUMAN FUBP3 1
Q5H8C1 FREM1_HUMAN FREM1 1
Q5VYV0 FOXB2_HUMAN FOXB2 4
A2A2Y4 FRMD3_HUMAN FRMD3 1
Q3YEC7 RABL6_HUMAN RABL6 1
O15120 PLCB_HUMAN AGPAT2 1
P51531 SMCA2_HUMAN SMARCA2 1
Q5SXM2 SNPC4_HUMAN SNAPC4 2
Q99811 PRRX2_HUMAN PRRX2 1
P54727 RD23B_HUMAN RAD23B 1
P49796 RGS3_HUMAN RGS3 1
Q8TDI8 TMC1_HUMAN TMC1 2
Q04724 TLE1_HUMAN TLE1 1
Q9H330 TM245_HUMAN TMEM245 1
Q4KMQ1 TPRN_HUMAN TPRN 1
Q9BSL1 UBAC1_HUMAN UBAC1 1
A6NLX4 TM210_HUMAN TMEM210 1
P23025 XPA_HUMAN XPA 1
Q7RTV3 ZN367_HUMAN ZNF367 1
A8K0Z3 WASH1_HUMAN WASHC1 1
Q96JM2 ZN462_HUMAN ZNF462 1
Q14678 KANK1_HUMAN KANK1 1
P20774 MIME_HUMAN OGN 1
Q5JUK3 KCNT1_HUMAN KCNT1 1
O43474 KLF4_HUMAN KLF4 1
P23468 PTPRD_HUMAN PTPRD 1
Q9Y6A1 POMT1_HUMAN POMT1 1
Q9H4Q4 PRD12_HUMAN PRDM12 1
Q5T8A7 PPR26_HUMAN PPP1R26 1
Q5JSZ5 PRC2B_HUMAN PRRC2B 2
Q13285 STF1_HUMAN NR5A1 1
Q96SI9 STRBP_HUMAN STRBP 1
Q8N2Y8 RUSC2_HUMAN RUSC2 1
Q92574 TSC1_HUMAN TSC1 1
Q8NHH1 TTL11_HUMAN TTLL11 1
Q5VTQ0 TT39B_HUMAN TTC39B 1
Q8NEE8 TTC16_HUMAN TTC16 1
Q4LDE5 SVEP1_HUMAN SVEP1 1
Q9NR46 SHLB2_HUMAN SH3GLB2 1
Q15464 SHB_HUMAN SHB 1
Q9Y5Q8 TF3C5_HUMAN GTF3C5 1
Q8IZX4 TAF1L_HUMAN TAF1L 1
P36897 TGFR1_HUMAN TGFBR1 2
Q04727 TLE4_HUMAN TLE4 1
Q5VYS8 TUT7_HUMAN TUT7 1
A0A0B4J229 A0A0B4J229_HUMAN ADAMTS13 1
Q5T7U1 Q5T7U1_HUMAN GTF3C5 1
A0A0A0MSW3 A0A0A0MSW3_HUMAN NUP214 1
A0A0D9SFC8 A0A0D9SFC8_HUMAN KCNT1 1
Q5JT02 Q5JT02_HUMAN POMT1 1
Q7Z591 AKNA_HUMAN AKNA 2
P42568 AF9_HUMAN MLLT3 2
Q9Y2D5 AKAP2_HUMAN AKAP2 1
Q9BXN1 ASPN_HUMAN ASPN 1
Q9BPX5 ARP5L_HUMAN ARPC5L 1
Q92805 GOGA1_HUMAN GOLGA1 1
Q9UK96 FBX10_HUMAN FBXO10 1
Q969U6 FBXW5_HUMAN FBXW5 1
Q9H329 E41LB_HUMAN EPB41L4B 1
Q5IJ48 CRUM2_HUMAN CRB2 2
Q5HYC2 K2026_HUMAN KIAA2026 2
Q8IXK2 GLT12_HUMAN GALNT12 1
Q5T953 IER5L_HUMAN IER5L 3
O00358 FOXE1_HUMAN FOXE1 1
P61978 HNRPK_HUMAN HNRNPK 2
Q6UXD1 HRCT1_HUMAN HRCT1 1
Q9BTG3 Q9BTG3_HUMAN CIZ1 1
F8WE85 F8WE85_HUMAN FREM1 1
H0Y4Z8 H0Y4Z8_HUMAN RABL6 1
Q5T8U9 Q5T8U9_HUMAN CARNMT1 1
A0A2R8Y5S3 A0A2R8Y5S3_HUMAN TSC1 1
C9J6E4 C9J6E4_HUMAN PTPRD 1
A0A0A0MT60 A0A0A0MT60_HUMAN FKBP15 1
F8W1R9 F8W1R9_HUMAN TGFBR1 2
A0A087WSY1 A0A087WSY1_HUMAN MUSK 1
Q5T0B5 Q5T0B5_HUMAN MUSK 1
Q6IMJ6 Q6IMJ6_HUMAN OLFM1 1
A0A1B0GWA8 A0A1B0GWA8_HUMAN SMARCA2 1
A0A0R4J2E0 A0A0R4J2E0_HUMAN KCNT1 1
C9J8S8 C9J8S8_HUMAN PTPRD 1
Q5TBF2 Q5TBF2_HUMAN ASPN 1
F1DAM0 F1DAM0_HUMAN NR5A1 1
F5GWR7 F5GWR7_HUMAN PTPRD 1
A0A1B0GU54 A0A1B0GU54_HUMAN SMARCA2 1
J3KN78 J3KN78_HUMAN FBXO10 1
B4DY26 B4DY26_HUMAN TGFBR1 1
Q3KPI9 Q3KPI9_HUMAN PTPRD 1
F6VDE0 F6VDE0_HUMAN SMARCA2 1
H0Y7W6 H0Y7W6_HUMAN FNBP1 1
Q5T3J6 Q5T3J6_HUMAN KLF4 1
A0A0C4DGF7 A0A0C4DGF7_HUMAN MAMDC4 1
F6T2C8 F6T2C8_HUMAN TLE1 1
Q5T6W2 Q5T6W2_HUMAN HNRNPK 2
H0YFF4 H0YFF4_HUMAN KIAA2026 1
A0A2R8YFV7 A0A2R8YFV7_HUMAN TSC1 1
C9J9Y7 C9J9Y7_HUMAN KCNT1 1
C9JYL2 C9JYL2_HUMAN KCNT1 1
H7BY84 H7BY84_HUMAN GTF3C5 1
A0A0U1RQZ9 A0A0U1RQZ9_HUMAN SMARCA2 1
A0A087X064 A0A087X064_HUMAN MAN1B1 1
H7C4P7 H7C4P7_HUMAN TLE4 1
A0A3B3ITG3 A0A3B3ITG3_HUMAN DAB2IP 1
H7C4W5 H7C4W5_HUMAN TLE4 1
H0Y5S0 H0Y5S0_HUMAN TLE4 1
A0A0U1RRF8 A0A0U1RRF8_HUMAN SMARCA2 1
H0YGQ1 H0YGQ1_HUMAN MAN1B1 1
H0YF36 H0YF36_HUMAN NUP214 1
A0A0A0MR12 A0A0A0MR12_HUMAN FAM189A2 2
A0A2R8Y471 A0A2R8Y471_HUMAN NoGeneName 2
R4GNH1 R4GNH1_HUMAN GOLGA1 1
Q5SPY9 Q5SPY9_HUMAN NPDC1 1
H0YD70 H0YD70_HUMAN STRBP 1
F6V803 F6V803_HUMAN ADAMTS13 1
H0YG20 H0YG20_HUMAN MAN1B1 1
A0A2Q2TH77 A0A2Q2TH77_HUMAN GOLGA2 1
Q5JS98 Q5JS98_HUMAN PBX3 1
Q5T6F6 Q5T6F6_HUMAN NR5A1 1
H7C4E4 H7C4E4_HUMAN TLE4 1
Q5TBF5 Q5TBF5_HUMAN OGN 1
A0A286YF52 A0A286YF52_HUMAN PTRH1 1
A0A0D9SEY3 A0A0D9SEY3_HUMAN KCNT1 1
U3KQA2 U3KQA2_HUMAN PBX3 1
Q5W0W3 Q5W0W3_HUMAN KANK1 1
R4GMV4 R4GMV4_HUMAN DPP7 1
X6RE90 X6RE90_HUMAN CDK9 1
A0A087WVF6 A0A087WVF6_HUMAN TTLL11 1
A0A075B6H5 A0A075B6H5_HUMAN TRBV20OR9-2 1
A0A0A0MSD0 A0A0A0MSD0_HUMAN SVEP1 1
F2Z2T2 F2Z2T2_HUMAN XPA 1
H0YD00 H0YD00_HUMAN STRBP 1
Q5JT00 Q5JT00_HUMAN PRRC2B 1
A0A1W2PQY5 A0A1W2PQY5_HUMAN GOLGA2 1
A0A2R8Y5N2 A0A2R8Y5N2_HUMAN TSC1 1
H7C0H1 H7C0H1_HUMAN LHX2 1
A0A2R8YDA3 A0A2R8YDA3_HUMAN TMC1 2
H0Y3A3 H0Y3A3_HUMAN DAB2IP 2
A0A2R8Y2M5 A0A2R8Y2M5_HUMAN TMEM8B 1
H0YGV7 H0YGV7_HUMAN MAN1B1 1
A0A0D9SFX4 A0A0D9SFX4_HUMAN EHMT1 1
H3BLU1 H3BLU1_HUMAN TPRN 1
A0A2R8Y6S1 A0A2R8Y6S1_HUMAN TSC1 1
E2QRH1 E2QRH1_HUMAN NUTM2F 1
C9JAX7 C9JAX7_HUMAN KCNT1 1
H0Y5D0 H0Y5D0_HUMAN PBX3 1
J3KNS1 J3KNS1_HUMAN AGTPBP1 1
C9JVY5 C9JVY5_HUMAN AKAP2 1
B7ZC38 B7ZC38_HUMAN SH3GLB2 1
F8WA47 F8WA47_HUMAN DAB2IP 1
H0YC91 H0YC91_HUMAN STRBP 1
H0YFU3 H0YFU3_HUMAN MAN1B1 1
V9GY32 V9GY32_HUMAN COQ4 1
Q8IZC6 CORA1_HUMAN COL27A1 1
Q9HBU1 BARX1_HUMAN BARX1 1
O75129 ASTN2_HUMAN ASTN2 2
Q8N5I2 ARRD1_HUMAN ARRDC1 1
Q76LX8 ATS13_HUMAN ADAMTS13 1
Q96QU1 PCD15_HUMAN PCDH15 1
Q02962 PAX2_HUMAN PAX2 1
Q9BYE7 PCGF6_HUMAN PCGF6 1
Q7RTS3 PTF1A_HUMAN PTF1A 1
Q8IVF1 NTM2A_HUMAN NUTM2A 2
A6NNL0 NTM2B_HUMAN NUTM2B 2
Q5VT03 NTM2D_HUMAN NUTM2D 1
B1AL46 NTM2E_HUMAN NUTM2E 2
O14786 NRP1_HUMAN NRP1 1
Q8WTT2 NOC3L_HUMAN NOC3L 1
Q9UD57 NKX12_HUMAN NKX1-2 1
Q14978 NOLC1_HUMAN NOLC1 2
Q9NXX6 NSE4A_HUMAN NSMCE4A 2
O60551 NMT2_HUMAN NMT2 1
Q9H5P4 PDZD7_HUMAN PDZD7 1
P52849 NDST2_HUMAN NDST2 1
Q8TAU0 NKX23_HUMAN NKX2-3 2
Q9BRK4 LZTS2_HUMAN LZTS2 2
Q8WY41 NANO1_HUMAN NANOS1 2
Q5SQQ9 VAX1_HUMAN VAX1 1
Q96KC8 DNJC1_HUMAN DNAJC1 1
Q04743 EMX2_HUMAN EMX2 1
Q9H461 FZD8_HUMAN FZD8 1
Q9NX09 DDIT4_HUMAN DDIT4 1
Q9Y2E4 DIP2C_HUMAN DIP2C 1
Q9BQ39 DDX50_HUMAN DDX50 1
P36894 BMR1A_HUMAN BMPR1A 1
Q8NE35 CPEB3_HUMAN CPEB3 3
O95319 CELF2_HUMAN CELF2 1
P15169 CBPN_HUMAN CPN1 1
Q8NDM7 CFA43_HUMAN CFAP43 1
P11161 EGR2_HUMAN EGR2 2
Q86Y37 CACL1_HUMAN CACUL1 1
Q92743 HTRA1_HUMAN HTRA1 1
P49902 5NTC_HUMAN NT5C2 1
Q9UPS8 ANR26_HUMAN ANKRD26 1
A6NF34 ANTRL_HUMAN ANTXRL 2
P55107 GDF10_HUMAN GDF10 1
P61647 SIA8F_HUMAN ST8SIA6 1
O75364 PITX3_HUMAN PITX3 1
Q9P0L9 PK2L1_HUMAN PKD2L1 1
Q5T5P2 SKT_HUMAN KIAA1217 4
Q1XH10 SKDA1_HUMAN SKIDA1 4
Q5JTH9 RRP12_HUMAN RRP12 1
A5PKW4 PSD1_HUMAN PSD 1
Q9NS39 RED2_HUMAN ADARB2 1
P07949 RET_HUMAN RET 1
Q9HAU5 RENT2_HUMAN UPF2 2
P56975 NRG3_HUMAN NRG3 3
Q969E3 UCN3_HUMAN UCN3 1
Q9HD45 TM9S3_HUMAN TM9SF3 1
Q9ULJ6 ZMIZ1_HUMAN ZMIZ1 2
P37275 ZEB1_HUMAN ZEB1 1
A7E2V4 ZSWM8_HUMAN ZSWIM8 1
Q96F45 ZN503_HUMAN ZNF503 3
P31314 TLX1_HUMAN TLX1 1
Q96EB6 SIR1_HUMAN SIRT1 1
Q14CX5 MF13A_HUMAN MFSD13A 1
P33176 KINH_HUMAN KIF5B 1
Q9P266 JCAD_HUMAN JCAD 1
Q13261 I15RA_HUMAN IL15RA 1
P16298 PP2BB_HUMAN PPP3CB 1
Q5VV67 PPRC1_HUMAN PPRC1 2
P30405 PPIF_HUMAN PPIF 1
P10124 SRGN_HUMAN SRGN 1
Q92783 STAM1_HUMAN STAM 1
Q9BX66 SRBS1_HUMAN SORBS1 1
Q5TCZ1 SPD2A_HUMAN SH3PXD2A 1
Q9H987 SYP2L_HUMAN SYNPO2L 1
A0MZ66 SHOT1_HUMAN SHTN1 1
P48061 SDF1_HUMAN CXCL12 1
Q9NTN9 SEM4G_HUMAN SEMA4G 1
Q9BQS2 SYT15_HUMAN SYT15 1
O95359 TACC2_HUMAN TACC2 1
Q5VWG9 TAF3_HUMAN TAF3 2
Q5VWI1 TCRGL_HUMAN TCERG1L 2
J3KPS0 J3KPS0_HUMAN DNAJB12 2
A0A3B3IS73 A0A3B3IS73_HUMAN KAT6B 1
A0A1B0GU44 A0A1B0GU44_HUMAN CELF2 1
Q8IZP0 ABI1_HUMAN ABI1 2
Q16352 AINX_HUMAN INA 1
Q12955 ANK3_HUMAN ANK3 1
P08588 ADRB1_HUMAN ADRB1 1
Q9BXX3 AN30A_HUMAN ANKRD30A 1
Q7Z5R6 AB1IP_HUMAN APBB1IP 2
Q5VUB5 F1711_HUMAN FAM171A1 1
A6NNW6 ENO4_HUMAN ENO4 1
Q03468 ERCC6_HUMAN ERCC6 1
P57775 FBXW4_HUMAN FBXW4 1
Q9NXW2 DJB12_HUMAN DNAJB12 2
Q16204 CCDC6_HUMAN CCDC6 2
Q14185 DOCK1_HUMAN DOCK1 1
Q8NE86 MCU_HUMAN MCU 1
Q8WYB5 KAT6B_HUMAN KAT6B 3
Q12791 KCMA1_HUMAN KCNMA1 1
A6NHT5 HMX3_HUMAN HMX3 3
H0Y5Z6 H0Y5Z6_HUMAN KCNMA1 1
A0A0A0MRH7 A0A0A0MRH7_HUMAN PAX2 1
E7EMZ9 E7EMZ9_HUMAN TACC2 1
B6VEX4 B6VEX4_HUMAN ABI1 2
Q5F2F8 Q5F2F8_HUMAN PPP3CB 1
A0A087WZN9 A0A087WZN9_HUMAN PCDH15 2
K9N1J3 K9N1J3_HUMAN IL15RA 1
F5H3E1 F5H3E1_HUMAN CCAR1 1
R4GN99 R4GN99_HUMAN PPIF 1
K9N2S2 K9N2S2_HUMAN IL15RA 1
A0A3B3IT63 A0A3B3IT63_HUMAN KAT6B 1
A0A3B3ITI0 A0A3B3ITI0_HUMAN KAT6B 2
V9GYN7 V9GYN7_HUMAN DNAJB12 2
A0A3B3ISI1 A0A3B3ISI1_HUMAN KAT6B 2
A0A3B3ISD5 A0A3B3ISD5_HUMAN KAT6B 1
D5MRH1 D5MRH1_HUMAN KCNMA1 1
A0A3B3IU93 A0A3B3IU93_HUMAN KAT6B 1
A0A3B3IT19 A0A3B3IT19_HUMAN KAT6B 1
A0A096LNH4 A0A096LNH4_HUMAN LOC102724488 1
A0A3B3IUA4 A0A3B3IUA4_HUMAN KAT6B 1
F5H7M9 F5H7M9_HUMAN CCAR1 1
H0Y548 H0Y548_HUMAN PPIF 1
A0A3B3ISF5 A0A3B3ISF5_HUMAN KAT6B 1
Q9BTX6 Q9BTX6_HUMAN RET 1
S4R438 S4R438_HUMAN NDST2 1
K9N163 K9N163_HUMAN IL15RA 1
E9PC62 E9PC62_HUMAN CELF2 1
K9N2Q6 K9N2Q6_HUMAN IL15RA 1
E9PBC6 E9PBC6_HUMAN TACC2 1
Q5T1X2 Q5T1X2_HUMAN DNAJC1 1
B7ZMF5 B7ZMF5_HUMAN KCNMA1 1
R4GNA2 R4GNA2_HUMAN ANKRD30A 1
S4R3F5 S4R3F5_HUMAN MCU 1
V9GY70 V9GY70_HUMAN DNAJB12 1
A0A1W2PPY5 A0A1W2PPY5_HUMAN KCNMA1 1
A2A3D8 A2A3D8_HUMAN PCDH15 1
E9PEP6 E9PEP6_HUMAN NRP1 1
A0A087X1T6 A0A087X1T6_HUMAN PCDH15 1
A0A0A0MRQ8 A0A0A0MRQ8_HUMAN NUTM2B 1
F6WR09 F6WR09_HUMAN ZMIZ1 2
A0A1W2PP26 A0A1W2PP26_HUMAN KCNMA1 1
A0A1W2PNY7 A0A1W2PNY7_HUMAN KCNMA1 1
S4R3C2 S4R3C2_HUMAN NOLC1 1
B1AL12 B1AL12_HUMAN LZTS2 1
Q5VZZ6 Q5VZZ6_HUMAN CELF2 1
F8W754 F8W754_HUMAN SNCG 1
A0A1W2PR62 A0A1W2PR62_HUMAN KCNMA1 1
F5H1L3 F5H1L3_HUMAN CCAR1 1
A0A087WUN5 A0A087WUN5_HUMAN ANAPC16 1
A0A2R8Y6C0 A0A2R8Y6C0_HUMAN PCDH15 1
R4GMZ1 R4GMZ1_HUMAN ATRNL1 1
A2A3E7 A2A3E7_HUMAN PCDH15 1
A0A075B6P9 A0A075B6P9_HUMAN NUTM2D 1
A0A087WUA8 A0A087WUA8_HUMAN PCDH15 1
S4R3H3 S4R3H3_HUMAN ZSWIM8 1
A0A087X250 A0A087X250_HUMAN PCDH15 1
E7EVG6 E7EVG6_HUMAN PPRC1 1
A0A1W2PPX7 A0A1W2PPX7_HUMAN KCNMA1 1
X6R7H2 X6R7H2_HUMAN PPRC1 2
A0A1W2PQA0 A0A1W2PQA0_HUMAN KCNMA1 1
A0A087WVC1 A0A087WVC1_HUMAN DDX50 1
A0A087WZL8 A0A087WZL8_HUMAN KCNMA1 1
A0A087WVT0 A0A087WVT0_HUMAN ANTXRL 2
A9Z1W1 A9Z1W1_HUMAN PCDH15 1
A0A0U1RRK8 A0A0U1RRK8_HUMAN KIAA1217 1
Q5JWQ2 Q5JWQ2_HUMAN NRP1 1
A0A096LNH6 A0A096LNH6_HUMAN DOCK1 1
A2A3E4 A2A3E4_HUMAN PCDH15 1
B1AL11 B1AL11_HUMAN LZTS2 1
S4R349 S4R349_HUMAN NOLC1 1
A0A1W2PRV4 A0A1W2PRV4_HUMAN KCNMA1 1
A0A3B3ISZ4 A0A3B3ISZ4_HUMAN PCGF6 1
A0A0A0MRR0 A0A0A0MRR0_HUMAN KCNMA1 1
E9PGB3 E9PGB3_HUMAN TACC2 1
F5H3I8 F5H3I8_HUMAN CCAR1 1
A0A1B0GUN8 A0A1B0GUN8_HUMAN CELF2 1
A0A1W2PQ61 A0A1W2PQ61_HUMAN KCNMA1 1
A0A087WZ37 A0A087WZ37_HUMAN PCDH15 1
A0A3B3IRW8 A0A3B3IRW8_HUMAN SORBS1 1
A0A0C4DGG8 A0A0C4DGG8_HUMAN CCAR1 1
E7ESJ3 E7ESJ3_HUMAN ANKRD26 1
A0A0A0MRT6 A0A0A0MRT6_HUMAN ABI1 2
A0A087WZN4 A0A087WZN4_HUMAN PCDH15 1
A0A087WZW3 A0A087WZW3_HUMAN PCDH15 2
A2A3E3 A2A3E3_HUMAN PCDH15 1
S4R453 S4R453_HUMAN KCNMA1 1
Q5W0J8 Q5W0J8_HUMAN ECHDC3 1
R4GNA6 R4GNA6_HUMAN NUTM2E 2
A0A1W2PP94 A0A1W2PP94_HUMAN KCNMA1 1
A0A087WTR6 A0A087WTR6_HUMAN PCDH15 1
F5H2E6 F5H2E6_HUMAN CCAR1 1
R4GNF4 R4GNF4_HUMAN COMTD1 1
D6RAA5 D6RAA5_HUMAN TACC2 1
G3V1B7 G3V1B7_HUMAN TLX1 1
A0A1W2PRN5 A0A1W2PRN5_HUMAN KCNMA1 1
A0A2R8YE50 A0A2R8YE50_HUMAN PRKG1 1
A0A1W2PR56 A0A1W2PR56_HUMAN KCNMA1 1
C9JYL6 C9JYL6_HUMAN RET 1
A0A1W2PPT7 A0A1W2PPT7_HUMAN KCNMA1 1
A2A3E1 A2A3E1_HUMAN PCDH15 1
C9J4F3 C9J4F3_HUMAN PCDH15 1
A0A1W2PPZ1 A0A1W2PPZ1_HUMAN KCNMA1 1
A0A0J9YX66 A0A0J9YX66_HUMAN CELF2 1
A0A1W2PNW6 A0A1W2PNW6_HUMAN KCNMA1 1
V9GYD9 V9GYD9_HUMAN CELF2 1
H7BZ52 H7BZ52_HUMAN ZSWIM8 1
A0A2R8Y507 A0A2R8Y507_HUMAN PRKG1 1
H0Y382 H0Y382_HUMAN KCNMA1 1
B1AP58 B1AP58_HUMAN CPN1 1
A0A1W2PRB0 A0A1W2PRB0_HUMAN KCNMA1 1
A0A1B0GTZ9 A0A1B0GTZ9_HUMAN ARHGAP21 1
S4R319 S4R319_HUMAN MCU 1
U3KQD0 U3KQD0_HUMAN SYNPO2L 1
S4R3W8 S4R3W8_HUMAN MCU 1
A0A1B0GUT6 A0A1B0GUT6_HUMAN PSD 1
E7EM53 E7EM53_HUMAN PCDH15 1
B7ZBT8 B7ZBT8_HUMAN PCDH15 1
Q5SVJ8 Q5SVJ8_HUMAN KCNMA1 1
H7BZT8 H7BZT8_HUMAN CFAP43 1
A0A1W2PQK5 A0A1W2PQK5_HUMAN KCNMA1 1
A0A0U1RQW6 A0A0U1RQW6_HUMAN DIP2C 1
A0A1W2PRG5 A0A1W2PRG5_HUMAN KCNMA1 1
A0A1W2PRE5 A0A1W2PRE5_HUMAN KCNMA1 1
A0A1W2PSA7 A0A1W2PSA7_HUMAN KCNMA1 1
A0A0A0MS77 A0A0A0MS77_HUMAN IL15RA 1
A0A1W2PNY9 A0A1W2PNY9_HUMAN KCNMA1 1
A0A1W2PSD3 A0A1W2PSD3_HUMAN KCNMA1 1
C9JFK9 C9JFK9_HUMAN BAG3 2
A0A2R8YH74 A0A2R8YH74_HUMAN PRKG1 1
Q4VXL8 Q4VXL8_HUMAN TACC2 1
S4R393 S4R393_HUMAN ZSWIM8 1
A2A3E5 A2A3E5_HUMAN PCDH15 1
A0A1W2PNQ3 A0A1W2PNQ3_HUMAN KCNMA1 1
A0A1W2PQ93 A0A1W2PQ93_HUMAN KCNMA1 1
E9PQ64 E9PQ64_HUMAN IL15RA 1
A0A1W2PP06 A0A1W2PP06_HUMAN KCNMA1 1
H0Y507 H0Y507_HUMAN SH3PXD2A 1
Q5SVJ9 Q5SVJ9_HUMAN KCNMA1 1
A0A1W2PQR1 A0A1W2PQR1_HUMAN KCNMA1 1
Q5SVJ7 Q5SVJ7_HUMAN KCNMA1 1
B1ALS0 B1ALS0_HUMAN PRKG1 1
A0A0A0MRB8 A0A0A0MRB8_HUMAN NUTM2B 1
A0A2R8YEV2 A0A2R8YEV2_HUMAN PCDH15 1
A0A0A0MRM9 A0A0A0MRM9_HUMAN NOLC1 2
A2A3E6 A2A3E6_HUMAN PCDH15 1
A0A1W2PNH9 A0A1W2PNH9_HUMAN KCNMA1 1
B1AL13 B1AL13_HUMAN LZTS2 1
Q5W026 Q5W026_HUMAN ANKRD30A 1
Q5JWQ6 Q5JWQ6_HUMAN NRP1 1
A0A1W2PQU4 A0A1W2PQU4_HUMAN KCNMA1 1
A0A1W2PQZ8 A0A1W2PQZ8_HUMAN KCNMA1 1
S4R410 S4R410_HUMAN ZSWIM8 1
O95817 BAG3_HUMAN BAG3 2
Q86VU5 CMTD1_HUMAN COMTD1 1
Q5VV63 ATRN1_HUMAN ATRNL1 1
Q9NRU3 CNNM1_HUMAN CNNM1 1
Q8WXS8 ATS14_HUMAN ADAMTS14 1
Q9UMD9 COHA1_HUMAN COL17A1 2
Q96DE5 APC16_HUMAN ANAPC16 1
Q8IX12 CCAR1_HUMAN CCAR1 1
A2A3E8 A2A3E8_HUMAN PCDH15 1
A0A0J9YXJ0 A0A0J9YXJ0_HUMAN CELF2 1
E7EMG0 E7EMG0_HUMAN PCDH15 1
Q96JQ0 PCD16_HUMAN DCHS1 2
O94913 PCF11_HUMAN PCF11 3
P42785 PCP_HUMAN PRCP 1
Q9H6A9 PCX3_HUMAN PCNX3 1
Q6IF63 O52W1_HUMAN OR52W1 1
P54829 PTN5_HUMAN PTPN5 1
Q12913 PTPRJ_HUMAN PTPRJ 1
Q14980 NUMA1_HUMAN NUMA1 1
O75197 LRP5_HUMAN LRP5 2
P98088 MUC5A_HUMAN MUC5AC 4
Q6DT37 MRCKG_HUMAN CDC42BPG 2
Q9HC84 MUC5B_HUMAN MUC5B 2
Q6W4X9 MUC6_HUMAN MUC6 1
Q6P1R3 MSD2_HUMAN MSANTD2 2
Q16584 M3K11_HUMAN MAP3K11 1
P58401 NRX2B_HUMAN NRXN2 3
Q9Y446 PKP3_HUMAN PKP3 1
Q8IVL1 NAV2_HUMAN NAV2 2
Q8IZL2 MAML2_HUMAN MAML2 2
P59044 NLRP6_HUMAN NLRP6 1
Q6VY07 PACS1_HUMAN PACS1 1
Q9NS15 LTBP3_HUMAN LTBP3 1
Q6PJG9 LRFN4_HUMAN LRFN4 1
Q15223 NECT1_HUMAN NECTIN1 1
Q8NH81 O10G6_HUMAN OR10G6 1
Q9Y2G1 MYRF_HUMAN MYRF 1
B3GLJ2 PATE3_HUMAN PATE3 1
Q9BY79 MFRP_HUMAN MFRP 2
Q96EZ4 MYEOV_HUMAN MYEOV 1
Q9UQQ1 NALDL_HUMAN NAALADL1 1
Q13153 PAK1_HUMAN PAK1 1
O00303 EIF3F_HUMAN EIF3F 1
Q8N3D4 EH1L1_HUMAN EHBP1L1 1
Q32P44 EMAL3_HUMAN EML3 1
Q6IQ26 DEN5A_HUMAN DENND5A 1
Q9UBP4 DKK3_HUMAN DKK3 2
Q13206 DDX10_HUMAN DDX10 1
O75398 DEAF1_HUMAN DEAF1 1
Q96G97 BSCL2_HUMAN BSCL2 1
P27701 CD82_HUMAN CD82 1
P24385 CCND1_HUMAN CCND1 1
P22681 CBL_HUMAN CBL 2
Q5U5Z8 CBPC2_HUMAN AGBL2 1
A6NC98 CC88B_HUMAN CCDC88B 2
Q9UK99 FBX3_HUMAN FBXO3 1
Q8N3X1 FNBP4_HUMAN FNBP4 4
Q2TBE0 C19L2_HUMAN CWF19L2 1
Q9BY67 CADM1_HUMAN CADM1 2
P32239 GASR_HUMAN CCKBR 3
Q96P48 ARAP1_HUMAN ARAP1 1
Q06481 APLP2_HUMAN APLP2 1
Q8NCN4 RN169_HUMAN RNF169 1
O14813 PHX2A_HUMAN PHOX2A 2
Q53GA4 PHLA2_HUMAN PHLDA2 1
Q86UU1 PHLB1_HUMAN PHLDB1 1
Q9H0K1 SIK2_HUMAN SIK2 1
O43159 RRP8_HUMAN RRP8 1
Q9Y2K2 SIK3_HUMAN SIK3 1
Q9BWF3 RBM4_HUMAN RBM4 1
Q8IZ40 RCOR2_HUMAN RCOR2 1
Q9BQ04 RBM4B_HUMAN RBM4B 1
Q96MS0 ROBO3_HUMAN ROBO3 1
Q8IYU4 UBQLN_HUMAN UBQLNL 1
P07101 TY3H_HUMAN TH 1
P0DKB5 TPBGL_HUMAN TPBGL 1
P19544 WT1_HUMAN WT1 1
Q9NS37 ZHANG_HUMAN CREBZF 2
Q96JP5 ZFP91_HUMAN ZFP91 2
P30291 WEE1_HUMAN WEE1 1
Q8TE77 SSH3_HUMAN SSH3 1
Q9Y2K7 KDM2A_HUMAN KDM2A 1
Q8N3Y3 LARG2_HUMAN LARGE2 1
Q03164 KMT2A_HUMAN KMT2A 4
P22459 KCNA4_HUMAN KCNA4 2
Q9P2S2 NRX2A_HUMAN NRXN2 1
Q14761 PTCA_HUMAN PTPRCAP 1
P35241 RADI_HUMAN RDX 1
A7KAX9 RHG32_HUMAN ARHGAP32 4
A6NI28 RHG42_HUMAN ARHGAP42 1
Q9NQV6 PRD10_HUMAN PRDM10 2
Q9BRL6 SRSF8_HUMAN SRSF8 1
P31948 STIP1_HUMAN STIP1 1
O43280 TREA_HUMAN TREH 1
P35712 SOX6_HUMAN SOX6 1
O15020 SPTN2_HUMAN SPTBN2 1
Q9BYJ4 TRI34_HUMAN TRIM34 1
Q9Y5U2 TSSC4_HUMAN TSSC4 1
Q7L8C5 SYT13_HUMAN SYT13 1
Q9Y5J6 T10B_HUMAN TIMM10B 1
Q92543 SNX19_HUMAN SNX19 1
O00193 SMAP_HUMAN SMAP 1
P09683 SECR_HUMAN SCT 1
Q15637 SF01_HUMAN SF1 6
Q13435 SF3B2_HUMAN SF3B2 4
Q96T23 RSF1_HUMAN RSF1 2
P04216 THY1_HUMAN THY1 1
Q9NQ36 SCUB2_HUMAN SCUBE2 1
