UniqueIdentifier EntryName NumberTRs
B4E1M0 B4E1M0_HUMAN 2
E9PIF2 E9PIF2_HUMAN 1
A0A087WZL0 A0A087WZL0_HUMAN 1
J3QRJ3 J3QRJ3_HUMAN 1
E9PNF1 E9PNF1_HUMAN 1
A0A1W2PPC6 A0A1W2PPC6_HUMAN 1
X5DQS5 X5DQS5_HUMAN 1
G5E9G7 G5E9G7_HUMAN 1
B7WPE2 B7WPE2_HUMAN 1
H0YEU4 H0YEU4_HUMAN 1
E9PQS3 E9PQS3_HUMAN 1
E9PRR5 E9PRR5_HUMAN 1
H7C5W4 H7C5W4_HUMAN 1
E9PLV1 E9PLV1_HUMAN 2
E9PKK9 E9PKK9_HUMAN 1
E9PK76 E9PK76_HUMAN 1
E7EU13 E7EU13_HUMAN 1
E9PQN6 E9PQN6_HUMAN 1
B3KNX7 B3KNX7_HUMAN 1
A0A2R8Y4V0 A0A2R8Y4V0_HUMAN 1
G3V1E0 G3V1E0_HUMAN 1
E9PRW8 E9PRW8_HUMAN 1
J3KQ12 J3KQ12_HUMAN 1
E9PL67 E9PL67_HUMAN 1
E9PLV3 E9PLV3_HUMAN 1
E9PK97 E9PK97_HUMAN 1
H7C2D5 H7C2D5_HUMAN 1
A4QPE4 A4QPE4_HUMAN 1
C9JUG3 C9JUG3_HUMAN 1
B4DFB6 B4DFB6_HUMAN 1
G3V1E1 G3V1E1_HUMAN 1
J3KR33 J3KR33_HUMAN 2
E9PKX7 E9PKX7_HUMAN 1
E9PM67 E9PM67_HUMAN 1
E9PB51 E9PB51_HUMAN 1
E9PKC4 E9PKC4_HUMAN 1
B5MCB9 B5MCB9_HUMAN 1
E9PQ01 E9PQ01_HUMAN 3
E9PIS3 E9PIS3_HUMAN 1
A0A0A0MT54 A0A0A0MT54_HUMAN 1
C9JDU0 C9JDU0_HUMAN 1
E9PKF5 E9PKF5_HUMAN 1
E9PSC7 E9PSC7_HUMAN 1
E9PIL8 E9PIL8_HUMAN 1
H0YE98 H0YE98_HUMAN 1
E9PIZ2 E9PIZ2_HUMAN 1
E9PSB9 E9PSB9_HUMAN 1
E9PRU1 E9PRU1_HUMAN 1
E9PS24 E9PS24_HUMAN 1
A0A1B0GW38 A0A1B0GW38_HUMAN 2
J3KN20 J3KN20_HUMAN 2
E9PQI8 E9PQI8_HUMAN 1
F5H2U0 F5H2U0_HUMAN 1
E9PQT3 E9PQT3_HUMAN 1
E9PL88 E9PL88_HUMAN 1
F5H6Y5 F5H6Y5_HUMAN 1
E9PR73 E9PR73_HUMAN 1
E9PMR8 E9PMR8_HUMAN 1
F5H4J1 F5H4J1_HUMAN 1
H0Y3F0 H0Y3F0_HUMAN 1
H0YD46 H0YD46_HUMAN 1
E9PPD0 E9PPD0_HUMAN 1
E9PQD5 E9PQD5_HUMAN 1
E9PJC5 E9PJC5_HUMAN 1
E9PM43 E9PM43_HUMAN 1
E9PNB8 E9PNB8_HUMAN 1
A0A2R8Y4Z4 A0A2R8Y4Z4_HUMAN 1
E9PJT3 E9PJT3_HUMAN 2
F6U0I4 F6U0I4_HUMAN 1
E9PIM2 E9PIM2_HUMAN 1
A0A3B3ITZ1 A0A3B3ITZ1_HUMAN 1
A0A087WUD9 A0A087WUD9_HUMAN 1
E9PQW2 E9PQW2_HUMAN 1
E9PPE2 E9PPE2_HUMAN 2
H3BTR0 H3BTR0_HUMAN 1
A0A1W2PPP2 A0A1W2PPP2_HUMAN 1
H0Y3G9 H0Y3G9_HUMAN 1
A0A2R8Y4H6 A0A2R8Y4H6_HUMAN 1
E9PPJ0 E9PPJ0_HUMAN 4
H0YEX5 H0YEX5_HUMAN 1
F5H783 F5H783_HUMAN 1
F5GX09 F5GX09_HUMAN 1
E9PJ04 E9PJ04_HUMAN 2
E9PRS0 E9PRS0_HUMAN 2
H0YCM0 H0YCM0_HUMAN 1
E9PSC1 E9PSC1_HUMAN 1
A0A0G2JMZ9 A0A0G2JMZ9_HUMAN 1
H0Y3M3 H0Y3M3_HUMAN 1
A0A0G2JN42 A0A0G2JN42_HUMAN 1
H0YER1 H0YER1_HUMAN 1
H0YCG1 H0YCG1_HUMAN 2
E9PRQ8 E9PRQ8_HUMAN 1
A0A0A0MTE8 A0A0A0MTE8_HUMAN 2
A0A087X051 A0A087X051_HUMAN 2
E9PRW6 E9PRW6_HUMAN 1
A0A2R8Y6Q0 A0A2R8Y6Q0_HUMAN 1
E9PR05 E9PR05_HUMAN 4
A0A1W2PRH6 A0A1W2PRH6_HUMAN 1
E9PHY3 E9PHY3_HUMAN 1
A0A2R8Y5S7 A0A2R8Y5S7_HUMAN 1
A0A087WY61 A0A087WY61_HUMAN 1
E9PPY3 E9PPY3_HUMAN 1
H7C561 H7C561_HUMAN 1
E7ENX6 E7ENX6_HUMAN 1
A0A0U1RR39 A0A0U1RR39_HUMAN 2
E9PME3 E9PME3_HUMAN 1
A0A087WZX0 A0A087WZX0_HUMAN 3
A0A1W2PQZ2 A0A1W2PQZ2_HUMAN 1
E9PJA3 E9PJA3_HUMAN 1
E9PIC8 E9PIC8_HUMAN 3
A0A087WTJ4 A0A087WTJ4_HUMAN 1
J3KNE3 J3KNE3_HUMAN 1
C9JZJ9 C9JZJ9_HUMAN 1
H7C306 H7C306_HUMAN 1
A0A087X0G5 A0A087X0G5_HUMAN 2
A0A0U1RQX8 A0A0U1RQX8_HUMAN 2
F5GWJ5 F5GWJ5_HUMAN 1
E9PRV0 E9PRV0_HUMAN 1
H7C0N4 H7C0N4_HUMAN 1
A0A2R8Y5D8 A0A2R8Y5D8_HUMAN 1
H0Y4E8 H0Y4E8_HUMAN 1
A0A2R8YDG0 A0A2R8YDG0_HUMAN 1
A0A2R8Y775 A0A2R8Y775_HUMAN 1
E9PKE5 E9PKE5_HUMAN 1
H0YDZ9 H0YDZ9_HUMAN 1
F8WBL4 F8WBL4_HUMAN 1
E9PR06 E9PR06_HUMAN 1
C9JHT9 C9JHT9_HUMAN 1
E9PHY1 E9PHY1_HUMAN 1
A0A1W2PR07 A0A1W2PR07_HUMAN 1
A0A1W2PQ68 A0A1W2PQ68_HUMAN 2
A0A0G2JNJ8 A0A0G2JNJ8_HUMAN 1
A0A0A0MTJ8 A0A0A0MTJ8_HUMAN 1
A0A1W2PQQ0 A0A1W2PQQ0_HUMAN 1
E9PRG5 E9PRG5_HUMAN 1
F5H372 F5H372_HUMAN 1
A0A087WU89 A0A087WU89_HUMAN 1
F6SYF8 F6SYF8_HUMAN 2
A0A2R8YDL4 A0A2R8YDL4_HUMAN 1
F5H0K7 F5H0K7_HUMAN 1
E9PKW6 E9PKW6_HUMAN 1
H7C5V8 H7C5V8_HUMAN 1
E9PIM0 E9PIM0_HUMAN 2
A0A3B3IRW6 A0A3B3IRW6_HUMAN 2
E9PI05 E9PI05_HUMAN 1
E9PPK6 E9PPK6_HUMAN 1
E9PJ81 E9PJ81_HUMAN 1
E9PMR7 E9PMR7_HUMAN 1
F5H0B3 F5H0B3_HUMAN 1
E9PKL4 E9PKL4_HUMAN 2
H9KV53 H9KV53_HUMAN 1
H0YGU5 H0YGU5_HUMAN 1
H0YEJ7 H0YEJ7_HUMAN 1
A0A1W2PQG7 A0A1W2PQG7_HUMAN 1
E9PRQ7 E9PRQ7_HUMAN 1
E9PKW0 E9PKW0_HUMAN 1
A0A2R8YHG6 A0A2R8YHG6_HUMAN 1
A0A0G2JR65 A0A0G2JR65_HUMAN 2
H0YCY2 H0YCY2_HUMAN 1
E9PIM6 E9PIM6_HUMAN 1
F8WEG7 F8WEG7_HUMAN 1
E9PKH8 E9PKH8_HUMAN 1
A0A1W2PPD8 A0A1W2PPD8_HUMAN 1
A0A0U1RQG2 A0A0U1RQG2_HUMAN 1
E9PGN7 E9PGN7_HUMAN 1
E9PM17 E9PM17_HUMAN 1
A0A2R8Y7M3 A0A2R8Y7M3_HUMAN 1
E9PKN0 E9PKN0_HUMAN 3
A0A3B3ISZ7 A0A3B3ISZ7_HUMAN 1
A0A2R8YFA9 A0A2R8YFA9_HUMAN 1
H9KV48 H9KV48_HUMAN 1
E9PJK4 E9PJK4_HUMAN 1
H7BZT1 H7BZT1_HUMAN 2
J3KNN9 J3KNN9_HUMAN 1
D6RH00 D6RH00_HUMAN 1
A6NCR4 A6NCR4_HUMAN 1
Q76KP1 B4GN4_HUMAN 1
Q6NUJ2 CK087_HUMAN 1
Q3C1V1 CK091_HUMAN 1
Q86UU0 BCL9L_HUMAN 3
P17405 ASM_HUMAN 1
Q9H6B4 CLMP_HUMAN 1
Q9UP79 ATS8_HUMAN 1
Q9NQ32 CK016_HUMAN 1
Q9H3H3 CK068_HUMAN 1
P11836 CD20_HUMAN 1
E9PIM8 E9PIM8_HUMAN 1
P23467 PTPRB_HUMAN 1
Q14432 PDE3A_HUMAN 1
Q13438 OS9_HUMAN 2
P20962 PTMS_HUMAN 1
Q7Z3H0 PANKY_HUMAN 1
A6NF89 OR6C6_HUMAN 1
P20645 MPRD_HUMAN 1
O43347 MSI1H_HUMAN 1
Q9HCH0 NCK5L_HUMAN 1
Q9Y618 NCOR2_HUMAN 2
Q8IVL0 NAV3_HUMAN 3
Q9Y2U8 MAN1_HUMAN 1
Q8N967 LRTM2_HUMAN 1
P78364 PHC1_HUMAN 1
Q07954 LRP1_HUMAN 1
O14910 LIN7A_HUMAN 1
A6NCL2 LRCL1_HUMAN 1
Q9HD90 NDF4_HUMAN 1
P46087 NOP2_HUMAN 1
O75581 LRP6_HUMAN 1
Q14CX7 NAA25_HUMAN 1
Q9UBC5 MYO1A_HUMAN 1
Q8IVL6 P3H3_HUMAN 2
Q9UQ80 PA2G4_HUMAN 1
Q08378 GOGA3_HUMAN 1
P21860 ERBB3_HUMAN 1
Q9P265 DIP2B_HUMAN 2
Q9HBU6 EKI1_HUMAN 1
Q96AZ1 EFMT3_HUMAN 1
Q8IY37 DHX37_HUMAN 2
Q8IZD4 DCP1B_HUMAN 1
Q66PJ3 AR6P4_HUMAN 2
P50553 ASCL1_HUMAN 2
Q9UIF9 BAZ2A_HUMAN 1
Q13520 AQP6_HUMAN 1
A6QL63 BTBDB_HUMAN 2
P11802 CDK4_HUMAN 1
Q52MB2 CC184_HUMAN 1
Q8TC90 CCER1_HUMAN 1
Q9NZU7 CABP1_HUMAN 1
Q86VP6 CAND1_HUMAN 1
Q9BUQ8 DDX23_HUMAN 2
Q8WU20 FRS2_HUMAN 1
Q9C0J9 BHE41_HUMAN 1
Q8WY22 BRI3B_HUMAN 1
P54284 CACB3_HUMAN 1
Q9NYL4 FKB11_HUMAN 1
Q32M45 ANO4_HUMAN 1
O95390 GDF11_HUMAN 2
Q969K3 RNF34_HUMAN 1
Q9Y2J0 RP3A_HUMAN 1
P09651 ROA1_HUMAN 1
P02810 PRPC_HUMAN 1
Q8NHP8 PLBL2_HUMAN 1
Q8WV24 PHLA1_HUMAN 1
Q9BZ72 PITM2_HUMAN 1
Q8N4B1 SESQ1_HUMAN 2
Q8N697 S15A4_HUMAN 1
Q9UPS6 SET1B_HUMAN 7
Q9NZ81 PRR13_HUMAN 1
Q969X0 RIPL2_HUMAN 1
Q9Y4C8 RBM19_HUMAN 1
Q9H9H4 VP37B_HUMAN 1
Q9UNS1 TIM_HUMAN 1
Q9ULQ1 TPC1_HUMAN 1
Q9Y4E8 UBP15_HUMAN 1
Q8TF68 ZN384_HUMAN 4
Q8N0Z9 VSI10_HUMAN 1
O60293 ZC3H1_HUMAN 3
O15060 ZBT39_HUMAN 1
Q96K80 ZC3HA_HUMAN 1
O14545 TRAD1_HUMAN 1
P22460 KCNA5_HUMAN 1
Q13601 KRR1_HUMAN 1
Q9ULD8 KCNH3_HUMAN 1
Q14165 MLEC_HUMAN 2
P18627 LAG3_HUMAN 2
P08648 ITA5_HUMAN 1
Q9ULZ9 MMP17_HUMAN 1
P42166 LAP2A_HUMAN 1
Q9NQR1 KMT5A_HUMAN 1
Q7Z4S6 KI21A_HUMAN 1
Q12840 KIF5A_HUMAN 1
P13647 K2C5_HUMAN 1
Q9UL25 RAB21_HUMAN 1
Q15286 RAB35_HUMAN 1
Q9Y2K5 R3HD2_HUMAN 1
Q13610 PWP1_HUMAN 1
Q8NI37 PPTC7_HUMAN 1
Q6NWY9 PR40B_HUMAN 1
Q96MT3 PRIC1_HUMAN 1
A7MD48 SRRM4_HUMAN 2
Q96MF2 STAC3_HUMAN 1
P35711 SOX5_HUMAN 1
Q8NCJ5 SPRY3_HUMAN 1
P51687 SUOX_HUMAN 1
Q99590 SCAFB_HUMAN 1
A3KN83 SBNO1_HUMAN 1
Q8TAQ2 SMRC2_HUMAN 2
Q12872 SFSWA_HUMAN 1
Q7L4I2 RSRC2_HUMAN 2
Q6ZMH5 S39A5_HUMAN 1
Q9BT92 TCHP_HUMAN 1
O15119 TBX3_HUMAN 1
Q13569 TDG_HUMAN 1
Q4V9L6 TM119_HUMAN 1
Q12800 TFCP2_HUMAN 1
P16989 YBOX3_HUMAN 1
O75385 ULK1_HUMAN 1
F8VSC4 F8VSC4_HUMAN 2
F5H709 F5H709_HUMAN 1
A0A1B0GV47 A0A1B0GV47_HUMAN 1
F8VU90 F8VU90_HUMAN 1
H0YFP7 H0YFP7_HUMAN 1
J3KNM6 J3KNM6_HUMAN 2
F8VNV8 F8VNV8_HUMAN 1
P36896 ACV1B_HUMAN 1
O60706 ABCC9_HUMAN 1
Q6ZN18 AEBP2_HUMAN 4
Q16671 AMHR2_HUMAN 1
Q99490 AGAP2_HUMAN 2
Q8WUD6 CHPT1_HUMAN 1
Q14839 CHD4_HUMAN 3
Q5U5X8 F222A_HUMAN 1
P14625 ENPL_HUMAN 1
Q12929 EPS8_HUMAN 1
Q96L91 EP400_HUMAN 3
Q99645 EPYC_HUMAN 1
Q9UBW8 CSN7A_HUMAN 1
Q16630 CPSF6_HUMAN 2
Q86Y01 DTX1_HUMAN 1
O14529 CUX2_HUMAN 1
P35908 K22E_HUMAN 1
P04264 K2C1_HUMAN 1
Q9UPP2 IQEC3_HUMAN 3
P29375 KDM5A_HUMAN 1
Q01546 K22O_HUMAN 2
P12035 K2C3_HUMAN 1
Q71F56 MD13L_HUMAN 1
P31276 HXC13_HUMAN 1
Q7Z6J2 GRASP_HUMAN 3
Q96D96 HVCN1_HUMAN 1
P50579 MAP2_HUMAN 2
Q0D2I5 IFFO1_HUMAN 1
P08151 GLI1_HUMAN 1
O14686 KMT2D_HUMAN 11
H7C0E9 H7C0E9_HUMAN 1
H0YH69 H0YH69_HUMAN 1
F5H0I7 F5H0I7_HUMAN 1
H0YII7 H0YII7_HUMAN 1
B7Z3R2 B7Z3R2_HUMAN 1
A0A2R8Y685 A0A2R8Y685_HUMAN 3
Q8N7S5 Q8N7S5_HUMAN 1
F8VQZ7 F8VQZ7_HUMAN 2
F8VWT9 F8VWT9_HUMAN 2
G3V1U3 G3V1U3_HUMAN 2
F5H4M0 F5H4M0_HUMAN 1
H0YGW5 H0YGW5_HUMAN 1
A0A0A0MQV9 A0A0A0MQV9_HUMAN 7
A0A3B3ISW9 A0A3B3ISW9_HUMAN 1
F5H5X6 F5H5X6_HUMAN 1
F5H7J9 F5H7J9_HUMAN 1
B4DJV5 B4DJV5_HUMAN 1
E9PI52 E9PI52_HUMAN 2
F8W0B3 F8W0B3_HUMAN 1
F8VRR3 F8VRR3_HUMAN 2
A0A0C4DH18 A0A0C4DH18_HUMAN 2
F8VU56 F8VU56_HUMAN 1
F8W6I7 F8W6I7_HUMAN 1
J3KPF0 J3KPF0_HUMAN 3
F5GX14 F5GX14_HUMAN 1
R4GMR4 R4GMR4_HUMAN 3
F8VXK0 F8VXK0_HUMAN 1
F5H883 F5H883_HUMAN 1
A0A2R8Y5J0 A0A2R8Y5J0_HUMAN 3
B4E3F4 B4E3F4_HUMAN 1
F8VU11 F8VU11_HUMAN 1
F5GWX5 F5GWX5_HUMAN 3
F8W1B3 F8W1B3_HUMAN 1
B3KWG5 B3KWG5_HUMAN 1
Q96BE9 Q96BE9_HUMAN 1
B4E321 B4E321_HUMAN 1
G3V1X1 G3V1X1_HUMAN 2
A0A0A0MT31 A0A0A0MT31_HUMAN 1
F8W0W9 F8W0W9_HUMAN 1
H0YHR1 H0YHR1_HUMAN 1
A0A2R8Y5A6 A0A2R8Y5A6_HUMAN 1
F8VWX7 F8VWX7_HUMAN 1
F8VW87 F8VW87_HUMAN 1
F8VV93 F8VV93_HUMAN 1
C9JFD3 C9JFD3_HUMAN 2
A0A3B3IRX3 A0A3B3IRX3_HUMAN 1
F5GXE0 F5GXE0_HUMAN 1
F8WCT1 F8WCT1_HUMAN 2
A0A087WTM5 A0A087WTM5_HUMAN 1
A0A3B3IS46 A0A3B3IS46_HUMAN 1
F8VRH0 F8VRH0_HUMAN 1
A0A2R8YFX5 A0A2R8YFX5_HUMAN 3
A0A2R8YFD8 A0A2R8YFD8_HUMAN 3
F8VXC8 F8VXC8_HUMAN 2
F5H8L7 F5H8L7_HUMAN 1
F8VWW7 F8VWW7_HUMAN 1
C9JE98 C9JE98_HUMAN 2
F8VVT9 F8VVT9_HUMAN 2
A0A2R8Y8B3 A0A2R8Y8B3_HUMAN 3
F5H539 F5H539_HUMAN 1
F5H596 F5H596_HUMAN 1
J3KQH6 J3KQH6_HUMAN 1
F8VVA2 F8VVA2_HUMAN 1
F8VR74 F8VR74_HUMAN 1
A0A2R8Y532 A0A2R8Y532_HUMAN 1
F8VVD5 F8VVD5_HUMAN 1
A0A2R8Y521 A0A2R8Y521_HUMAN 3
A0A087WZ94 A0A087WZ94_HUMAN 1
F8VRX5 F8VRX5_HUMAN 3
F8VTV8 F8VTV8_HUMAN 1
H0YGK7 H0YGK7_HUMAN 1
A0A0A0MR72 A0A0A0MR72_HUMAN 1
F5GYV5 F5GYV5_HUMAN 2
C9J7T7 C9J7T7_HUMAN 2
F8VYH9 F8VYH9_HUMAN 1
H0YFV4 H0YFV4_HUMAN 1
F8VU39 F8VU39_HUMAN 1
H0YHA8 H0YHA8_HUMAN 3
H0YFG1 H0YFG1_HUMAN 1
B5MCG9 B5MCG9_HUMAN 1
F5H6N8 F5H6N8_HUMAN 1
A0A0A0MTG7 A0A0A0MTG7_HUMAN 1
R4GND3 R4GND3_HUMAN 1
I3L0A5 I3L0A5_HUMAN 1
C9JB28 C9JB28_HUMAN 1
G8JL98 G8JL98_HUMAN 1
F5H6N4 F5H6N4_HUMAN 3
A0A2R8YFK9 A0A2R8YFK9_HUMAN 3
H0YI30 H0YI30_HUMAN 2
F8VRX0 F8VRX0_HUMAN 1
H0YI14 H0YI14_HUMAN 2
J3KN11 J3KN11_HUMAN 1
F8VU69 F8VU69_HUMAN 1
F5H0I3 F5H0I3_HUMAN 1
F8WEP2 F8WEP2_HUMAN 2
A0A2R8Y7P6 A0A2R8Y7P6_HUMAN 1
F8W0P9 F8W0P9_HUMAN 1
A0A384DVL6 A0A384DVL6_HUMAN 2
F8VYK4 F8VYK4_HUMAN 1
A0A0C4DG62 A0A0C4DG62_HUMAN 2
A0A2R8YE63 A0A2R8YE63_HUMAN 1
F8VW56 F8VW56_HUMAN 1
H0YHL9 H0YHL9_HUMAN 1
H0YHC1 H0YHC1_HUMAN 1
F8W1J5 F8W1J5_HUMAN 1
H0YIX9 H0YIX9_HUMAN 1
J3KNA1 J3KNA1_HUMAN 1
F8VSI4 F8VSI4_HUMAN 1
V9GY86 V9GY86_HUMAN 1
F8VP47 F8VP47_HUMAN 1
F8VNY0 F8VNY0_HUMAN 1
A0A0C4DGG9 A0A0C4DGG9_HUMAN 3
F8VPF7 F8VPF7_HUMAN 1
A0A2R8Y425 A0A2R8Y425_HUMAN 3
H0YH87 H0YH87_HUMAN 1
A0A0U1RRA6 A0A0U1RRA6_HUMAN 1
C9J0Q5 C9J0Q5_HUMAN 2
H0YH27 H0YH27_HUMAN 1
G3V5T7 G3V5T7_HUMAN 1
E9PHB3 E9PHB3_HUMAN 1
H0YHB1 H0YHB1_HUMAN 1
F8VY03 F8VY03_HUMAN 2
A0A2R8Y8C1 A0A2R8Y8C1_HUMAN 3
F5GWB7 F5GWB7_HUMAN 1
F8VWL0 F8VWL0_HUMAN 1
G3V5D4 G3V5D4_HUMAN 1
F8VRB8 F8VRB8_HUMAN 1
F8VXG7 F8VXG7_HUMAN 1
A0A087WZ16 A0A087WZ16_HUMAN 1
H7BYJ1 H7BYJ1_HUMAN 1
A0A2R8Y4W2 A0A2R8Y4W2_HUMAN 1
A0A1C7CYY7 A0A1C7CYY7_HUMAN 1
F8VV57 F8VV57_HUMAN 1
A0A087WYD7 A0A087WYD7_HUMAN 1
F8VS97 F8VS97_HUMAN 1
F8VP70 F8VP70_HUMAN 1
A0A2R8Y5Z7 A0A2R8Y5Z7_HUMAN 3
F8VS40 F8VS40_HUMAN 1
F5H105 F5H105_HUMAN 1
F8VS22 F8VS22_HUMAN 1
B5MCU0 B5MCU0_HUMAN 1
H7BZV4 H7BZV4_HUMAN 2
C9JQE8 C9JQE8_HUMAN 2
J3KPG5 J3KPG5_HUMAN 1
A0A2R8Y212 A0A2R8Y212_HUMAN 3
F8W1L8 F8W1L8_HUMAN 1
H0YHB7 H0YHB7_HUMAN 1
A0A087WT69 A0A087WT69_HUMAN 1
F8VZP4 F8VZP4_HUMAN 1
F5GX30 F5GX30_HUMAN 1
F5H3Y4 F5H3Y4_HUMAN 1
E9PHD9 E9PHD9_HUMAN 1
A0A0A0MR80 A0A0A0MR80_HUMAN 1
H0YH80 H0YH80_HUMAN 1
A0A2R8YER1 A0A2R8YER1_HUMAN 3
A0A0G2JLG2 A0A0G2JLG2_HUMAN 2
A0A0C4DGH5 A0A0C4DGH5_HUMAN 1
F8W1L6 F8W1L6_HUMAN 1
H0YIL9 H0YIL9_HUMAN 1
F5GXU0 F5GXU0_HUMAN 1
F5H7X4 F5H7X4_HUMAN 2
F8VX55 F8VX55_HUMAN 1
C9JU63 C9JU63_HUMAN 1
F8VYY1 F8VYY1_HUMAN 1
F8VZL0 F8VZL0_HUMAN 1
H7C1V4 H7C1V4_HUMAN 1
Q6L9W6 B4GN3_HUMAN 1
P02458 CO2A1_HUMAN 1
Q07065 CKAP4_HUMAN 3
P54259 ATN1_HUMAN 6
Q99700 ATX2_HUMAN 1
A0A2U3TZM0 A0A2U3TZM0_HUMAN 3
A0A2R8YDM9 A0A2R8YDM9_HUMAN 1
A0A2R8Y445 A0A2R8Y445_HUMAN 3
F5H157 F5H157_HUMAN 1
F5GZK9 F5GZK9_HUMAN 1
O95206 PCDH8_HUMAN 1
Q9UHK0 NUFP1_HUMAN 1
P52945 PDX1_HUMAN 2
Q5JR59 MTUS2_HUMAN 1
Q6UX06 OLFM4_HUMAN 1
Q99549 MPP8_HUMAN 1
Q08AG7 MZT1_HUMAN 1
Q8NFP9 NBEA_HUMAN 2
Q9NV35 NUD15_HUMAN 1
Q9NPJ6 MED4_HUMAN 1
Q9NTI5 PDS5B_HUMAN 1
Q9Y2L9 LRCH1_HUMAN 2
O75592 MYCB2_HUMAN 1
Q9H361 PABP3_HUMAN 1
Q9NSV4 DIAP3_HUMAN 1
Q9UI36 DACH1_HUMAN 5
Q99626 CDX2_HUMAN 2
O15075 DCLK1_HUMAN 1
Q5SZK8 FREM2_HUMAN 1
Q14393 GAS6_HUMAN 1
P06400 RB_HUMAN 2
P86480 PR20D_HUMAN 1
P86478 PR20E_HUMAN 1
Q86XN7 PRSR1_HUMAN 1
P86481 PR20B_HUMAN 1
P86479 PR20C_HUMAN 1
Q9H4X1 RGCC_HUMAN 1
Q9BXT8 RNF17_HUMAN 1
O14788 TNF11_HUMAN 1
Q9UPY6 WASF3_HUMAN 2
Q96T25 ZIC5_HUMAN 6
Q5T200 ZC3HD_HUMAN 2
Q9UJ78 ZMYM5_HUMAN 1
O95409 ZIC2_HUMAN 4
Q9Y651 SOX21_HUMAN 3
Q8IZP7 H6ST3_HUMAN 1
Q9NRM7 LATS2_HUMAN 1
P11279 LAMP1_HUMAN 1
Q9Y4X4 KLF12_HUMAN 1
Q9NR64 KLHL1_HUMAN 1
Q32P51 RA1L2_HUMAN 1
Q01851 PO4F1_HUMAN 2
P86496 PR20A_HUMAN 1
O00570 SOX1_HUMAN 5
Q8NEM7 SP20H_HUMAN 2
Q15714 T22D1_HUMAN 3
Q96KW9 SPAC7_HUMAN 1
Q9H7E2 TDRD3_HUMAN 1
Q9H714 RUBCL_HUMAN 1
A0A1B0GTI8 TM272_HUMAN 1
A0A0A0MSS3 A0A0A0MSS3_HUMAN 1
Q9NXR5 ANR10_HUMAN 1
Q8N7J2 AMER2_HUMAN 1
Q9NWB6 ARGL1_HUMAN 2
Q8IXQ4 GPAM1_HUMAN 1
B1AL88 F155A_HUMAN 2
Q9Y625 GPC6_HUMAN 1
P32519 ELF1_HUMAN 1
Q9Y4H2 IRS2_HUMAN 4
Q9H4S2 GSX1_HUMAN 1
Q86V97 KBTB6_HUMAN 1
Q8WVZ9 KBTB7_HUMAN 1
Q96CX2 KCD12_HUMAN 1
Q5TBA9 FRY_HUMAN 1
B7ZBN5 B7ZBN5_HUMAN 1
Q5T321 Q5T321_HUMAN 2
Q5T8L6 Q5T8L6_HUMAN 1
Q5T8L4 Q5T8L4_HUMAN 1
Q8IUW1 Q8IUW1_HUMAN 1
A0A0A0MRI1 A0A0A0MRI1_HUMAN 1
Q92728 Q92728_HUMAN 2
A0A2R8YFL6 A0A2R8YFL6_HUMAN 2
H0YH25 H0YH25_HUMAN 1
A0A0D9SF28 A0A0D9SF28_HUMAN 2
F5GXV7 F5GXV7_HUMAN 2
Q5T2J8 Q5T2J8_HUMAN 1
A0A2R8Y5V8 A0A2R8Y5V8_HUMAN 1
A0A087WT82 A0A087WT82_HUMAN 1
Q5T6R1 Q5T6R1_HUMAN 1
A0A1B0GW01 A0A1B0GW01_HUMAN 1
A9IYQ1 A9IYQ1_HUMAN 1
A0A0D9SG85 A0A0D9SG85_HUMAN 1
A0A087WZA7 A0A087WZA7_HUMAN 5
A0A087WY66 A0A087WY66_HUMAN 4
A0A286YFA9 A0A286YFA9_HUMAN 1
A0A3B3IS71 A0A3B3IS71_HUMAN 2
A0A0C4DFX2 A0A0C4DFX2_HUMAN 1
A0A2R8YCY2 A0A2R8YCY2_HUMAN 1
F6S7C4 F6S7C4_HUMAN 1
A0A3B3ISV3 A0A3B3ISV3_HUMAN 1
A0A0A0MRV7 A0A0A0MRV7_HUMAN 1
J3KQA9 J3KQA9_HUMAN 1
F5H1J3 F5H1J3_HUMAN 1
A0A3B3ITQ8 A0A3B3ITQ8_HUMAN 1
A0A1B0GV68 A0A1B0GV68_HUMAN 2
Q5VZY9 Q5VZY9_HUMAN 1
C9IZ15 C9IZ15_HUMAN 2
H7C5F9 H7C5F9_HUMAN 2
A0A0U1RRL5 A0A0U1RRL5_HUMAN 1
E9PH36 E9PH36_HUMAN 1
P02462 CO4A1_HUMAN 1
P08572 CO4A2_HUMAN 1
Q96RV3 PCX1_HUMAN 1
Q9HDB5 NRX3B_HUMAN 1
P80192 M3K9_HUMAN 2
P43699 NKX21_HUMAN 1
Q8TD19 NEK9_HUMAN 1
Q14934 NFAC4_HUMAN 1
Q86U38 NOP9_HUMAN 1
Q8IXF0 NPAS3_HUMAN 2
Q8TB37 NUBPL_HUMAN 1
O15522 NKX28_HUMAN 1
A0A1B0GTW7 LMLN2_HUMAN 1
O60524 NEMF_HUMAN 1
Q7Z4F1 LRP10_HUMAN 1
P57103 NAC3_HUMAN 1
Q8TEB1 DCA11_HUMAN 1
Q9GZR7 DDX24_HUMAN 1
Q9C0K0 BC11B_HUMAN 1
O75843 AP1G2_HUMAN 2
O75909 CCNK_HUMAN 1
Q3MIR4 CC50B_HUMAN 1
Q8ND23 CARL3_HUMAN 1
